Scenario,Component,Method,PBIAS,CC,RMSE,ME,ME1,MAE,MAPE
OrigBCC,S,PR,12.562728204352426,0.9811023898583393,0.3298524647768697,-0.11779735293536214,1.238734490516717,0.2712930994299156,44.07835432892605
ObsIntro,E,CKF,24.342919135562603,0.9430270853817813,1.0553669715644176,0.698892173926744,1.7036841920480004,0.8450220151062922,59.83747799598199
ObsIntro,E,MCL,24.043474195564617,0.9562706366164605,0.9520429381854363,0.6902950240154657,1.6823768693336634,0.7483127626847172,52.68410522299854
ObsIntro,E,MSD,4.103458688607794,0.977618979046852,0.659789601634942,0.11781147312402662,1.6645482672369423,0.5529212843651299,38.50624133873963
ObsIntro,E,PR,15.985423908323524,0.975143188063824,0.6720406356344126,0.45894609451778756,1.6447276387255771,0.5414459605395334,31.65756026331163
ObsIntro,P,CKF,-1.425873443715296,0.9982608352709741,0.11665248985938317,-0.04876709612144275,1.890412547729958,0.053231035424785,1.06975433200841
ObsIntro,P,MCL,-1.0760472085972965,0.998292472487864,0.09978408609873503,-0.03680249315545309,1.8897673052530768,0.042183856352796645,0.8250950486778877
ObsIntro,P,MSD,-0.7094891686814877,0.9986713413271496,0.07612817703850464,-0.024265636363952885,1.8892008169843364,0.030197302056128365,0.6111738677929707
ObsIntro,P,PR,-1.21385017942896,0.9982683336348057,0.10764713566792887,-0.04151556972896556,1.8900301130286101,0.047484611685968556,0.961840509360051
ObsIntro,R,CKF,8.696537086336315,0.9657490239220221,0.25309485733710463,0.1293001762678449,0.6545822395368391,0.1961241124178673,18.584926197760282
ObsIntro,R,MCL,10.630097240810565,0.9896466111043468,0.19671619584461478,0.1580483626224812,0.6390227837010174,0.17164996121927872,15.31778377615191
ObsIntro,R,MSD,2.2841466853623897,0.9866732519599399,0.12111338981493767,0.033960709430308655,0.6287964661204377,0.07869319650568243,7.4267244176461285
ObsIntro,R,PR,30.078458807063924,0.8273836880408451,0.6772015137474832,0.44720674298382174,0.7081760010991824,0.46869071324293893,34.790394492555414
ObsIntro,S,CKF,-45.09618820816761,0.929803702815159,0.6962941939180015,0.422854933417774,1.2959612485634346,0.5012923386431618,82.15714577469114
ObsIntro,S,MCL,-44.22313006062483,0.9730742329969145,0.5475087861475901,0.4146684999404057,1.2803199989396614,0.46184568963302164,84.02187342786212
ObsIntro,S,MSD,-119.68653705761871,0.9057915172404146,1.3292134489219842,1.122268747524365,1.5665734240460325,1.1521295351046401,219.61431258557576
ObsIntro,S,PR,-37.55529331158185,0.974687199434316,0.5215816641483865,0.3521459725032309,1.263684501499154,0.4255053733420936,56.73531996005465
ObsOutlier,E,CKF,15.387540015328957,0.9525468868376052,0.7555969901881912,0.44178067686989714,1.6463524006767936,0.5918835508854213,23.938494638990303
ObsOutlier,E,MCL,16.601717310178522,0.9747035912682165,0.663939356390778,0.47664005443280477,1.6434426113776759,0.5520658100263193,23.921442336178632
ObsOutlier,E,MSD,-3.2257150072336525,0.974276757768226,0.6769155483300717,-0.09261120087196752,1.6645179889553279,0.5676807702593395,34.6626241935184
ObsOutlier,E,PR,14.49376712999723,0.9861486932601145,0.577948239603271,0.4161202015855786,1.6392526323514447,0.49890093653042783,24.194390068610403
ObsOutlier,P,CKF,-11.768680248099372,0.9035603979341318,0.9654104496546941,-0.4025072234925375,1.9189202474442781,0.41015375785263675,22.26174050904691
ObsOutlier,P,MCL,-5.77979759325834,0.9355041841902791,0.6323683164921949,-0.19767809410804385,1.8999101754374448,0.20353993594608308,9.78988620069363
ObsOutlier,P,MSD,-9.46053145263375,0.9150434311734,0.9029839934272522,-0.3235649340017043,1.9095453814452656,0.3332392621999667,11.389410389737437
ObsOutlier,P,PR,-2.4890674533211152,0.9765780292577527,0.3559539368279301,-0.08512998982054286,1.891990000343218,0.09903243824335604,3.815805889664456
ObsOutlier,R,CKF,8.58183951971843,0.9656568925936037,0.25191418948307404,0.12759485201820925,0.6542982607166984,0.19456747550971498,18.441943309495304
ObsOutlier,R,MCL,8.171506114716594,0.9841862967161462,0.19257758370568007,0.12149401198629788,0.6361410938346115,0.1662910097752089,15.040298039076507
ObsOutlier,R,MSD,1.3980769643685917,0.9829379068534313,0.130703305436195,0.020786618413080108,0.6288090777654858,0.08344098629467299,7.708227386002751
ObsOutlier,R,PR,29.54843451449624,0.835077052275251,0.659621084845056,0.43932633797032306,0.7054541491101987,0.46259575401397834,34.19149905828553
ObsOutlier,S,CKF,-33.34603020084852,0.9721759011711023,0.5295070408968793,0.31267683457496875,1.2656531828406672,0.38197914077806594,44.715100895915675
ObsOutlier,S,MCL,-31.248615973577014,0.98184910254738,0.4651427406506189,0.2930099405721237,1.2590179600156803,0.38400436365244667,48.61885427295035
ObsOutlier,S,MSD,-75.85713827307161,0.971459342935567,0.9665760226009585,0.7112921607842903,1.369984134667967,0.7675671970925846,109.30498128171243
ObsOutlier,S,PR,-36.68861754140435,0.9832701163780678,0.47982819333380283,0.3440193848767665,1.262261703103194,0.3958791234415634,40.66340395087398
ObsOutlierOver,E,CKF,7.845109600440854,0.9780513975395942,0.48326376154786993,0.22523534144825397,1.625228491845537,0.379498970828232,16.569041120877152
ObsOutlierOver,E,MCL,9.748673333592631,0.9839766696800675,0.44860866575642344,0.2798872009176054,1.6252586115973986,0.3707449597810071,18.19488009093874
ObsOutlierOver,E,MSD,-10.483439351927327,0.9741706221324324,0.7806933570284552,-0.30098254355181026,1.693333194887519,0.6830422639102312,42.065759417045
ObsOutlierOver,E,PR,7.330557113575212,0.9884840560231899,0.4208445446365782,0.2104623923149852,1.6264584697981859,0.3667263027306918,20.286673008197013
ObsOutlierOver,P,CKF,-24.608989236808327,0.9130511415027568,1.235145293524876,-0.8416658216425884,2.002350519144199,0.8470521650545161,48.55092318513333
ObsOutlierOver,P,MCL,-14.708167417539748,0.9320059817438653,0.8724176163600014,-0.5030422702540012,1.9380393984120878,0.5078036520681817,29.115685576161713
ObsOutlierOver,P,MSD,-19.448258825527923,0.9193586237264647,1.0921429478770892,-0.6651607908959635,1.9650762207876726,0.6727454320430982,36.658294005485445
ObsOutlierOver,P,PR,-17.222671841286473,0.9330571474686752,0.9544894053583448,-0.5890422441444849,1.9493285124511683,0.5963881078026056,31.789468179154028
ObsOutlierOver,R,CKF,2.5444906019600353,0.9969206172665418,0.11692012259187633,0.03783150466433648,0.6319162242832715,0.1047688678899375,9.639910435928925
ObsOutlierOver,R,MCL,4.021484723021384,0.9947678676968889,0.11199327578919531,0.05979146393362504,0.6309783598078728,0.0944649684182732,8.685835984743013
ObsOutlierOver,R,MSD,0.13466982239382114,0.9970089011616187,0.08765088450516208,0.00200227189289388,0.6291683894093226,0.07569117112739282,6.9084141039791644
ObsOutlierOver,R,PR,5.575781208042861,0.9961821715935365,0.110564963666932,0.08290075530909988,0.6315773726769969,0.097463570564676,8.529335318750839
ObsOutlierOver,S,CKF,-17.509383341324863,0.9816125080640076,0.3485262081749031,0.1641808192924217,1.2410667388935812,0.23724030807863372,29.38233357454775
ObsOutlierOver,S,MCL,-15.613155013158366,0.9796629874934928,0.36508749724569606,0.14640039182590434,1.2409318072555267,0.2573423492534782,35.10799713806482
ObsOutlierOver,S,MSD,-22.157243779944604,0.9791370732429681,0.4081890026209005,0.2077625674267729,1.2457153418993712,0.2621183738717889,33.76156591409972
ObsOutlierOver,S,PR,-19.784714778021584,0.9807257897748695,0.35693120092126657,0.1855159955322952,1.242548780748262,0.2590721324956516,31.78534306165239
